group	module_no	p-value-rank	log2foldRatio	# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
ALL	31	87	7.653	GO:0051412	BP	e	response to corticosterone	2/12	17/20424	4.2827784979839724e-05	8	2	0.006407119793731556	ENSG00000118689, ENSG00000170345
ALL	31	88	2.798	GO:0030154	BP	e	cell differentiation	7/12	2001/20424	4.354824731291127e-05	3	7	0.00645225906581394	ENSG00000073282, ENSG00000087245, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000170345
ALL	31	89	5.421	GO:0035148	BP	e	tube formation	3/12	122/20424	4.398329603948767e-05	3	3	0.006454653415928243	ENSG00000147862, ENSG00000153094, ENSG00000158055
ALL	31	90	7.571	GO:0030728	BP	e	ovulation	2/12	18/20424	4.816553053213162e-05	3	2	0.006936286541772112	ENSG00000087245, ENSG00000118689
ALL	31	90	7.571	GO:0055093	BP	e	response to hyperoxia	2/12	18/20424	4.816553053213162e-05	5	2	0.006936286541772112	ENSG00000087245, ENSG00000150907
ALL	31	92	3.566	GO:0034645	BP	e	cellular macromolecule biosynthetic process	5/12	785/20424	5.235559289517939e-05	5	5	0.007469882693720549	ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000170345
ALL	31	93	7.493	GO:0071498	BP	e	cellular response to fluid shear stress	2/12	19/20424	5.381449147922376e-05	4	2	0.0076075917358106315	ENSG00000087245, ENSG00000136826
ALL	31	94	5.31	GO:0048871	BP	e	multicellular organismal homeostasis	3/12	132/20424	5.563026550975544e-05	4	3	0.007792788738543832	ENSG00000073282, ENSG00000150907, ENSG00000158055
ALL	31	95	4.199	GO:0032774	BP	e	RNA biosynthetic process	4/12	392/20424	5.8552049289544896e-05	7	4	0.008128184932455831	ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000170345
ALL	31	96	7.42	GO:0035902	BP	e	response to immobilization stress	2/12	20/20424	5.9774361364997435e-05	3	2	0.008223777984582549	ENSG00000118689, ENSG00000170345
ALL	31	97	5.258	GO:0010508	BP	e	positive regulation of autophagy	3/12	137/20424	6.214358759325899e-05	7	3	0.008396743340421101	ENSG00000118689, ENSG00000150907, ENSG00000153094
ALL	31	97	3.065	GO:0051253	BP	e	negative regulation of RNA metabolic process	6/12	1386/20424	6.251964633738853e-05	7	6	0.008396743340421101	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907
ALL	31	97	2.465	GO:0032501	BP	e	multicellular organismal process	8/12	3011/20424	6.266633033606506e-05	1	8	0.008396743340421101	ENSG00000073282, ENSG00000087245, ENSG00000118689, ENSG00000136826, ENSG00000150907, ENSG00000153094, ENSG00000158055, ENSG00000170345
ALL	31	98	7.35	GO:0001736	BP	e	establishment of planar polarity	2/12	21/20424	6.604483395137935e-05	4	2	0.008698161079972688	ENSG00000073282, ENSG00000158055
ALL	31	98	7.35	GO:0007164	BP	e	establishment of tissue polarity	2/12	21/20424	6.604483395137935e-05	3	2	0.008698161079972688	ENSG00000073282, ENSG00000158055
ALL	31	99	7.283	GO:0060740	BP	e	prostate gland epithelium morphogenesis	2/12	22/20424	7.262560319252114e-05	5	2	0.009483795928758967	ENSG00000073282, ENSG00000087245
ALL	31	100	7.219	GO:0097150	BP	e	neuronal stem cell population maintenance	2/12	23/20424	7.951636324840289e-05	4	2	0.010296366733568405	ENSG00000118689, ENSG00000150907
ALL	31	101	2.996	GO:2000113	BP	e	negative regulation of cellular macromolecule biosynthetic process	6/12	1464/20424	8.50992896554839e-05	7	6	0.010927457952511262	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907
ALL	31	102	7.158	GO:0035994	BP	e	response to muscle stretch	2/12	24/20424	8.671680847906061e-05	4	2	0.011043134726064833	ENSG00000109320, ENSG00000170345
ALL	31	103	3.423	GO:0051093	BP	e	negative regulation of developmental process	5/12	875/20424	8.785004979983488e-05	4	5	0.011076614627634353	ENSG00000073282, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907
ALL	31	103	2.987	GO:0010558	BP	e	negative regulation of macromolecule biosynthetic process	6/12	1474/20424	8.841739238101275e-05	6	6	0.011076614627634353	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907
ALL	31	104	2.977	GO:0045934	BP	e	negative regulation of nucleobase-containing compound metabolic process	6/12	1486/20424	9.253638269963004e-05	6	6	0.011432584210864712	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907
ALL	31	104	2.401	GO:0048856	BP	e	anatomical structure development	8/12	3180/20424	9.382386361919716e-05	2	8	0.011432584210864712	ENSG00000073282, ENSG00000087245, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000153094, ENSG00000158055, ENSG00000170345
ALL	31	104	7.1	GO:0061436	BP	e	establishment of skin barrier	2/12	25/20424	9.422663344667522e-05	8	2	0.011432584210864712	ENSG00000073282, ENSG00000158055
ALL	31	104	7.1	GO:0036296	BP	e	response to increased oxygen levels	2/12	25/20424	9.422663344667522e-05	4	2	0.011432584210864712	ENSG00000087245, ENSG00000150907
ALL	31	105	2.969	GO:0045595	BP	e	regulation of cell differentiation	6/12	1495/20424	9.572627544108414e-05	4	6	0.011523798267747387	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000150907, ENSG00000170345
ALL	31	106	3.372	GO:0009059	BP	e	macromolecule biosynthetic process	5/12	910/20424	0.00010583387904217302	4	5	0.01264181583070422	ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000170345
ALL	31	107	2.939	GO:0031327	BP	e	negative regulation of cellular biosynthetic process	6/12	1531/20424	0.00010938701324806013	6	6	0.012965726824148911	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907
ALL	31	108	2.917	GO:0009890	BP	e	negative regulation of biosynthetic process	6/12	1559/20424	0.00012106508537761594	5	6	0.01424039618766171	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907
ALL	31	109	4.94	GO:0000302	BP	e	response to reactive oxygen species	3/12	172/20424	0.00012210643286571942	4	3	0.014254075939605081	ENSG00000087245, ENSG00000150907, ENSG00000170345
ALL	31	110	6.887	GO:0033561	BP	e	regulation of water loss via skin	2/12	29/20424	0.0001273536291973795	7	2	0.014754827611296397	ENSG00000073282, ENSG00000158055
ALL	31	111	6.839	GO:0097192	BP	e	extrinsic apoptotic signaling pathway in absence of ligand	2/12	30/20424	0.0001364057784703989	7	2	0.015569456595928717	ENSG00000118689, ENSG00000153094
ALL	31	111	6.839	GO:0038034	BP	e	signal transduction in absence of ligand	2/12	30/20424	0.0001364057784703989	5	2	0.015569456595928717	ENSG00000118689, ENSG00000153094
ALL	31	112	4.868	GO:2000377	BP	e	regulation of reactive oxygen species metabolic process	3/12	181/20424	0.00014199505275759442	5	3	0.016088248293689503	ENSG00000118689, ENSG00000136826, ENSG00000150907
ALL	31	113	4.845	GO:1901654	BP	e	response to ketone	3/12	184/20424	0.00014906557939486378	4	3	0.01676606943719311	ENSG00000118689, ENSG00000119138, ENSG00000170345
ALL	31	114	6.747	GO:0051385	BP	e	response to mineralocorticoid	2/12	32/20424	0.00015543242715358513	7	2	0.01720987508935798	ENSG00000118689, ENSG00000170345
ALL	31	114	6.747	GO:0034405	BP	e	response to fluid shear stress	2/12	32/20424	0.00015543242715358513	3	2	0.01720987508935798	ENSG00000087245, ENSG00000136826
ALL	31	114	4.823	GO:0009612	BP	e	response to mechanical stimulus	3/12	187/20424	0.0001563620294964058	3	3	0.01720987508935798	ENSG00000087245, ENSG00000109320, ENSG00000170345
ALL	31	115	6.66	GO:0010837	BP	e	regulation of keratinocyte proliferation	2/12	34/20424	0.00017568685025422522	6	2	0.01919970691891742	ENSG00000073282, ENSG00000119138
ALL	31	116	3.796	GO:0034097	BP	e	response to cytokine	4/12	528/20424	0.00018531326403291686	4	4	0.020109099193543773	ENSG00000087245, ENSG00000109320, ENSG00000136826, ENSG00000170345
ALL	31	117	4.73	GO:0043281	BP	e	regulation of cysteine-type endopeptidase activity involved in apoptotic process	3/12	200/20424	0.0001906693156816785	10	3	0.020425436477884387	ENSG00000073282, ENSG00000136826, ENSG00000153094
ALL	31	117	3.21	GO:0009628	BP	e	response to abiotic stimulus	5/12	1031/20424	0.00019087954135994233	2	5	0.020425436477884387	ENSG00000087245, ENSG00000109320, ENSG00000118689, ENSG00000150907, ENSG00000170345
ALL	31	118	6.428	GO:1904646	BP	e	cellular response to amyloid-beta	2/12	40/20424	0.00024379250097238155	7	2	0.02590757687919605	ENSG00000118689, ENSG00000153094
ALL	31	119	4.597	GO:0097305	BP	e	response to alcohol	3/12	220/20424	0.00025244938699426034	4	3	0.02658379188161652	ENSG00000118689, ENSG00000119138, ENSG00000170345
ALL	31	119	3.687	GO:0048609	BP	e	multicellular organismal reproductive process	4/12	573/20424	0.00025360616565628066	2	4	0.02658379188161652	ENSG00000073282, ENSG00000087245, ENSG00000118689, ENSG00000153094
ALL	31	120	6.393	GO:0071392	BP	e	cellular response to estradiol stimulus	2/12	41/20424	0.00025621102774686384	6	2	0.02667537653075287	ENSG00000087245, ENSG00000153094
ALL	31	121	4.573	GO:0031668	BP	e	cellular response to extracellular stimulus	3/12	224/20424	0.00026618309488678785	4	3	0.027339890511699494	ENSG00000118689, ENSG00000150907, ENSG00000170345
ALL	31	121	6.358	GO:0035094	BP	e	response to nicotine	2/12	42/20424	0.0002689337727950252	3	2	0.027339890511699494	ENSG00000087245, ENSG00000109320
ALL	31	121	6.358	GO:0030330	BP	e	DNA damage response, signal transduction by p53 class mediator	2/12	42/20424	0.0002689337727950252	7	2	0.027339890511699494	ENSG00000118689, ENSG00000156127
ALL	31	121	4.566	GO:2000116	BP	e	regulation of cysteine-type endopeptidase activity	3/12	225/20424	0.0002696906585617706	9	3	0.027339890511699494	ENSG00000073282, ENSG00000136826, ENSG00000153094
ALL	31	122	6.229	GO:0022602	BP	e	ovulation cycle process	2/12	46/20424	0.0003228609025127148	2	2	0.03251610226678708	ENSG00000087245, ENSG00000118689
ALL	31	124	4.427	GO:0060828	BP	e	regulation of canonical Wnt signaling pathway	3/12	249/20424	0.0003630940503728537	7	3	0.03633062481945002	ENSG00000109320, ENSG00000118689, ENSG00000150907
ALL	31	125	6.139	GO:0043525	BP	e	positive regulation of neuron apoptotic process	2/12	49/20424	0.00036648577313419783	8	2	0.036433414698224864	ENSG00000118689, ENSG00000153094
ALL	31	126	6.11	GO:0009409	BP	e	response to cold	2/12	50/20424	0.00038163141617565015	4	2	0.03745578657229677	ENSG00000150907, ENSG00000170345
ALL	31	126	6.11	GO:1903428	BP	e	positive regulation of reactive oxygen species biosynthetic process	2/12	50/20424	0.00038163141617565015	7	2	0.03745578657229677	ENSG00000118689, ENSG00000136826
ALL	31	128	4.383	GO:0097190	BP	e	apoptotic signaling pathway	3/12	257/20424	0.00039831897958597244	5	3	0.03884618453443196	ENSG00000073282, ENSG00000118689, ENSG00000153094
ALL	31	129	6.054	GO:0042770	BP	e	signal transduction in response to DNA damage	2/12	52/20424	0.00041282692990737336	6	2	0.04000786266001708	ENSG00000118689, ENSG00000156127
ALL	31	130	3.496	GO:0080135	BP	e	regulation of cellular response to stress	4/12	662/20424	0.00043981027428195496	5	4	0.042356478227566524	ENSG00000118689, ENSG00000136826, ENSG00000150907, ENSG00000153094
ALL	31	131	4.326	GO:0048511	BP	e	rhythmic process	3/12	268/20424	0.0004502557059773977	1	3	0.04309310666711628	ENSG00000087245, ENSG00000118689, ENSG00000119138
ALL	31	132	3.484	GO:0006915	BP	e	apoptotic process	4/12	668/20424	0.00045513790219929595	4	4	0.04329148108017871	ENSG00000073282, ENSG00000109320, ENSG00000150907, ENSG00000153094
ALL	31	133	2.965	GO:0051094	BP	e	positive regulation of developmental process	5/12	1250/20424	0.00046937025960705925	4	5	0.044371327179663654	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000170345
ALL	31	134	5.949	GO:0050891	BP	e	multicellular organismal water homeostasis	2/12	56/20424	0.00047882647514795994	6	2	0.044989250948505574	ENSG00000073282, ENSG00000158055
ALL	31	136	2.937	GO:0080134	BP	e	regulation of response to stress	5/12	1278/20424	0.0005200801531854161	4	5	0.04856918230566107	ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000150907, ENSG00000153094
ALL	31	2	4.049	GO:0000785	CC	e	chromatin	10/12	1094/20424	1.117848317812164e-11	2	10	2.2066325793612116e-08	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
ALL	31	63	2.453	GO:0005654	CC	e	nucleoplasm	10/12	3804/20424	2.2685519361058193e-06	2	10	0.0022390607609364434	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
ALL	31	135	2.039	GO:0005634	CC	e	nucleus	10/12	5475/20424	7.20271765712615e-05	5	10	0.04739388218389007	ENSG00000073282, ENSG00000087245, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
ALL	31	1	5.112	GO:0001228	MF	e	DNA-binding transcription activator activity, RNA polymerase II-specific	9/12	456/20424	2.643481495491857e-13	4	9	6.925724768883248e-10	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
ALL	31	1	5.1	GO:0001216	MF	e	DNA-binding transcription activator activity	9/12	460/20424	2.86009695184111e-13	3	9	6.925724768883248e-10	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
ALL	31	3	3.929	GO:0000978	MF	e	RNA polymerase II cis-regulatory region sequence-specific DNA binding	10/12	1196/20424	2.709566713555704e-11	9	10	3.8991878573534165e-08	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
ALL	31	3	3.905	GO:0000987	MF	e	cis-regulatory region sequence-specific DNA binding	10/12	1217/20424	3.220473142559089e-11	8	10	3.8991878573534165e-08	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
ALL	31	4	3.753	GO:0000981	MF	e	DNA-binding transcription factor activity, RNA polymerase II-specific	10/12	1364/20424	9.974014049995011e-11	3	10	9.660830008825168e-08	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
ALL	31	5	3.706	GO:0000977	MF	e	RNA polymerase II transcription regulatory region sequence-specific DNA binding	10/12	1412/20424	1.4047064817967862e-10	8	10	9.855674187764598e-08	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
ALL	31	5	3.705	GO:0003700	MF	e	DNA-binding transcription factor activity	10/12	1414/20424	1.424524454147268e-10	2	10	9.855674187764598e-08	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
ALL	31	6	3.621	GO:0000976	MF	e	transcription regulatory region sequence-specific DNA binding	10/12	1506/20424	2.6574892608741696e-10	7	10	1.4489107075164548e-07	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
ALL	31	6	3.619	GO:0001067	MF	e	regulatory region nucleic acid binding	10/12	1508/20424	2.6925864892934326e-10	4	10	1.4489107075164548e-07	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
ALL	31	7	3.572	GO:1990837	MF	e	sequence-specific double-stranded DNA binding	10/12	1563/20424	3.836391237530745e-10	6	10	1.85796427633614e-07	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
ALL	31	8	3.495	GO:0003690	MF	e	double-stranded DNA binding	10/12	1657/20424	6.829013787010866e-10	5	10	2.890224790138835e-07	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
ALL	31	8	3.488	GO:0043565	MF	e	sequence-specific DNA binding	10/12	1665/20424	7.161407698052037e-10	5	10	2.890224790138835e-07	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
ALL	31	9	3.303	GO:0140110	MF	e	transcription regulator activity	10/12	1919/20424	2.900688508827003e-09	1	10	1.0806180344807059e-06	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
ALL	31	10	4.427	GO:0003682	MF	e	chromatin binding	7/12	581/20424	1.0176929644339415e-08	2	7	3.5204907333954134e-06	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000150907, ENSG00000158055, ENSG00000170345
ALL	31	11	2.979	GO:0003677	MF	e	DNA binding	10/12	2473/20424	3.4878848999388845e-08	4	10	1.126121771360268e-05	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
ALL	31	46	2.405	GO:0003676	MF	e	nucleic acid binding	10/12	3963/20424	3.3602680396571515e-06	3	10	0.001017111132253724	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
ALL	31	75	5.899	GO:0008013	MF	e	beta-catenin binding	3/12	87/20424	1.5974664656158995e-05	3	3	0.004550900054692824	ENSG00000118689, ENSG00000136826, ENSG00000150907
ALL	31	91	5.647	GO:0031490	MF	e	chromatin DNA binding	3/12	104/20424	2.7291112512571634e-05	5	3	0.007342825438799134	ENSG00000118689, ENSG00000150907, ENSG00000158055
ALL	31	123	1.962	GO:1901363	MF	e	heterocyclic compound binding	10/12	5879/20424	0.0001399943252323418	2	10	0.03568381668948586	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
ALL	31	127	1.948	GO:0097159	MF	e	organic cyclic compound binding	10/12	5956/20424	0.00015799387066416418	2	10	0.038258215781327355	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
ALL	12	3	8.952	GO:1904019	BP	e	epithelial cell apoptotic process	3/4	31/20424	1.2651309746943745e-08	5	3	0.00019494403189065617	ENSG00000007968, ENSG00000101412, ENSG00000139687
ALL	12	5	11.733	GO:0071930	BP	e	negative regulation of transcription involved in G1/S transition of mitotic cell cycle	2/4	3/20424	8.630059818357383e-08	11	2	0.0006649029587053447	ENSG00000101412, ENSG00000139687
